image_id,index,source,scene,gender,race,skin_tone,pred_gender_forced,gender_parse_status,standard_answer,ai_generated_content,ground_truth_objects,predicted_nouns,matched_objects,hallucinated_objects,missed_gt_objects,chairi_like_sample,chairs_like_sample,pope_style_precision,pope_style_recall,pope_style_f1,faithscore,hallusionbench_applicable,__computed_missing_rate__
coco_261879,4021,coco,hospital,,,,male,strict_match,"backpack, bed, cup, person, remote","Gender: male

The image shows two individuals lying on a bed in what appears to be a hotel room. The person on the left is wearing a black t-shirt and light-colored shorts, with their legs stretched out and feet resting on the bed. They are wearing gray socks with a darker band around the top. The person on the right is also lying on the bed, wearing a dark shirt and dark pants, with white socks that have the brand ""Hanes"" visible on the soles. 

In the foreground, there is a black backpack with a red and white object partially visible inside it. On the left side of the image, there is a nightstand with a lamp and a takeaway coffee cup. The headboard of the bed is wooden, and there are three pillows propped up against it. Above the bed, there is a framed piece of artwork on the wall.","backpack, bed, cup, person, remote","artwork, backpack, band, bed, brand, coffee, cup, darker, feet, hanes, headboard, hotel, individuals, lamp, left, legs, nightstand, object, pants, person, piece, pillows, right, room, shirt, shorts, socks, soles, t-shirt, top, wall","backpack, bed, cup, person","artwork, band, brand, coffee, darker, feet, hanes, headboard, hotel, individuals, lamp, left, legs, nightstand, object, pants, piece, pillows, right, room, shirt, shorts, socks, soles, t-shirt, top, wall",remote,0.8709677419354839,True,0.1290322580645161,0.8,0.2222222222222222,,False,0.2
coco_442531,3853,coco,hospital,,,,male,strict_match,"bench, person","Gender: male

The image shows an elderly man sitting on a park bench. He is wearing a blue jacket, light-colored pants with a stripe down the side, and black shoes. The man has gray hair and is wearing a face mask. He is holding a cane in his right hand. 

In the background, there are several other people sitting on benches, also wearing face masks. The park has a dirt path and is surrounded by trees. The overall setting appears to be a peaceful park area with people enjoying the outdoors.","bench, person","bench, benches, blue, cane, face, hair, hand, jacket, mask, masks, outdoors, pants, park, path, person, shoes, trees","bench, person","benches, blue, cane, face, hair, hand, jacket, mask, masks, outdoors, pants, park, path, shoes, trees",,0.8823529411764706,True,0.1176470588235294,1.0,0.2105263157894737,,False,0.0
coco_540645,2431,coco,hospital,,,,male,strict_match,"bed, person","Gender: male

The image shows a person lying on a bed, partially covered by a blanket. The person appears to be resting on their side, with their head on a pillow and their eyes partially open. They are wearing a sleeveless shirt. The room has light-colored walls, and there is a door in the background that is slightly open, revealing another room or hallway. A tall floor lamp is visible near the door. The bed has a headboard, and there are some items on the bed, including the blanket and pillow. The overall lighting in the room is dim, suggesting it might be early morning or late evening.","bed, person","bed, blanket, door, evening, eyes, floor, hallway, head, headboard, items, lamp, lighting, morning, person, pillow, room, shirt, sleeveless, walls","bed, person","blanket, door, evening, eyes, floor, hallway, head, headboard, items, lamp, lighting, morning, pillow, room, shirt, sleeveless, walls",,0.8947368421052632,True,0.1052631578947368,1.0,0.1904761904761905,,False,0.0
coco_140092,3669,coco,hospital,,,,male,strict_match,"bed, person","Gender: male

The image shows a hospital room with a male patient lying in a bed. The patient is propped up with pillows and covered with a white blanket. He is holding a newspaper or magazine. Beside the bed, there is a nurse standing, dressed in a white uniform and a nurse's cap. The nurse appears to be attending to the patient or engaging in conversation with him. 

In the background, there is a window with closed blinds. On the windowsill, there is a small box, possibly a medical supply or personal item. The wall behind the bed has an electrical outlet and a light switch. The bed has side rails, and there is a small table or tray attached to the bed, which is partially visible. The overall setting is clean and orderly, typical of a hospital environment.","bed, person","bed, blanket, blinds, box, cap, conversation, hospital, item, magazine, newspaper, nurse, outlet, patient, pillows, rails, room, standing, supply, switch, table, tray, uniform, wall, window, windowsill",bed,"blanket, blinds, box, cap, conversation, hospital, item, magazine, newspaper, nurse, outlet, patient, pillows, rails, room, standing, supply, switch, table, tray, uniform, wall, window, windowsill",person,0.96,True,0.04,0.5,0.07407407407407407,,False,0.5
coco_56262,4229,coco,hospital,,,,male,strict_match,"bed, dog, person","Gender: male

The image shows a person lying down on a bed, facing a dog. The person has short brown hair and is wearing glasses. They are covered with a brown blanket. The dog, which appears to be a brown and white breed, is also lying on the bed, close to the person's face. The bed has a brown quilted cover. The scene suggests a moment of rest or sleep, with the person and the dog appearing to be in a peaceful and comfortable state.","bed, dog, person","bed, blanket, breed, brown, dog, face, glasses, hair, moment, person, rest, sleep, state","bed, dog, person","blanket, breed, brown, face, glasses, hair, moment, rest, sleep, state",,0.7692307692307693,True,0.2307692307692308,1.0,0.375,,False,0.0
coco_337705,1314,coco,hospital,,,,male,strict_match,"bed, chair, person","Gender: male

The image shows a hospital room with a male patient standing near a bed. The man is wearing a traditional cloth draped over his shoulders and around his waist. The hospital bed is neatly made with white sheets and a pillow. On the wall behind the bed, there is a light fixture that is turned on, providing illumination to the room. There are also electrical outlets and medical equipment sockets on the wall. A small bedside table is visible next to the bed, with some items on it, including what appears to be a white container. The room has light-colored walls and curtains with a floral pattern, partially drawn to the side. There is also a chair with a blue item draped over it in the foreground.","bed, chair, person","bed, bedside, chair, cloth, container, curtains, equipment, fixture, hospital, illumination, item, items, outlets, patient, pattern, person, pillow, room, sheets, shoulders, sockets, table, waist, wall, walls","bed, chair, person","bedside, cloth, container, curtains, equipment, fixture, hospital, illumination, item, items, outlets, patient, pattern, pillow, room, sheets, shoulders, sockets, table, waist, wall, walls",,0.88,True,0.12,1.0,0.2142857142857142,,False,0.0
coco_264165,4099,coco,hospital,,,,male,strict_match,"bed, person, tie","Gender: male

The image shows a man dressed in a white shirt and a bow tie, leaning over a bed. He appears to be adjusting or arranging the bedding around a person lying in the bed. The person in the bed is covered with white sheets and blankets. The bed has a metal frame, and there are some additional sheets or blankets draped over the side. The setting seems to be indoors, possibly in a hospital or a similar care facility, given the context of the scene. The image has a vintage, black-and-white appearance, suggesting it might be from an earlier time period.","bed, person, tie","appearance, bed, bedding, blankets, bow, care, context, facility, frame, hospital, indoors, metal, period, person, sheets, shirt, tie, time, vintage","bed, person, tie","appearance, bedding, blankets, bow, care, context, facility, frame, hospital, indoors, metal, period, sheets, shirt, time, vintage",,0.8421052631578947,True,0.1578947368421053,1.0,0.2727272727272727,,False,0.0
coco_53642,1618,coco,hospital,,,,male,strict_match,"bed, person","Gender: male

The image shows a male patient lying on a medical stretcher. His face is obscured. He has a breathing tube inserted into his mouth, which is connected to a ventilator. There is a transparent plastic sheet covering part of his chest, and a medical electrode is attached to his chest. A hand, possibly of a medical professional, is adjusting or holding the breathing tube. The patient appears to have some blood on his head, and there is a cloth or bandage with blood stains near his head. The overall setting suggests a medical emergency or a hospital environment.","bed, person","bandage, blood, breathing, chest, cloth, electrode, emergency, face, hand, head, mouth, patient, plastic, professional, sheet, stains, stretcher, tube, ventilator",,"bandage, blood, breathing, chest, cloth, electrode, emergency, face, hand, head, mouth, patient, plastic, professional, sheet, stains, stretcher, tube, ventilator","bed, person",1.0,True,0.0,0.0,0.0,,False,1.0
coco_43893,3563,coco,hospital,,,,male,strict_match,"bed, chair, person, remote, tv","Gender: male

The image shows a hotel room with a man standing near a desk. The man is wearing a striped shirt and jeans, and he is facing away from the camera, looking at a television on the desk. The desk is light-colored with a glass top and has several items on it, including a phone, a lamp, and some papers. There is a wooden chair with a circular backrest pushed under the desk. The room has large windows with light blue curtains, offering a view of a body of water and some palm trees outside. The bed in the room has white bedding, and the floor is carpeted with a patterned design. The walls are painted a light color, complementing the overall light and airy feel of the room.","bed, chair, person, remote, tv","backrest, bed, bedding, blue, body, camera, chair, color, curtains, design, desk, feel, floor, glass, hotel, items, jeans, lamp, light, palm, papers, person, phone, room, shirt, television, top, trees, view, walls, water, windows","bed, chair, person","backrest, bedding, blue, body, camera, color, curtains, design, desk, feel, floor, glass, hotel, items, jeans, lamp, light, palm, papers, phone, room, shirt, television, top, trees, view, walls, water, windows","remote, tv",0.90625,True,0.09375,0.6,0.1621621621621621,,False,0.4
coco_254984,4221,coco,hospital,,,,male,strict_match,"backpack, bed, couch, person, suitcase","Gender: male

The image shows a man and a woman lying on a bed. The man is on the left side of the bed, wearing a white t-shirt and light blue pajama pants. He is lying on his side with his back to the woman, with his left arm bent and his head resting on a blue pillow. The woman is on the right side of the bed, wearing a light-colored pajama top and pink pajama pants. She is also lying on her side, facing away from the man, with her legs slightly bent.

The bed has a white sheet and is framed by a red sofa-like structure. There are various objects around the bed, including a pair of black shoes on the floor near the man's side, a pair of red shoes near the woman's side, and some clothing items scattered on the floor. There is also a small table or shelf on the right side of the bed with a few items on it. The room appears to be simply furnished, with light-colored walls and a wooden floor.","backpack, bed, couch, person, suitcase","arm, back, bed, bent, clothing, floor, head, items, legs, objects, pair, pajama, pants, person, pillow, room, sheet, shelf, shoes, t-shirt, table, top, walls","bed, person","arm, back, bent, clothing, floor, head, items, legs, objects, pair, pajama, pants, pillow, room, sheet, shelf, shoes, t-shirt, table, top, walls","backpack, couch, suitcase",0.9130434782608695,True,0.08695652173913043,0.4,0.1428571428571428,,False,0.6
coco_468129,1673,coco,hospital,,,,male,strict_match,"bed, book, person, remote","Gender: male

The image shows a young boy sitting on a couch. He is wearing a yellow long-sleeve shirt with a logo on the chest and a design on the sleeve, along with light-colored pants. He is holding a white video game controller in his hands, which appears to be a Wii Remote and Nunchuk. The couch has gray cushions, and there is an orange blanket or piece of clothing next to him. In the background, there is a bookshelf with various books and items on it.","bed, book, person, remote","blanket, books, bookshelf, chest, controller, couch, cushions, design, game, hands, items, logo, nunchuk, orange, pants, person, piece, remote, shirt, sleeve, video","person, remote","blanket, books, bookshelf, chest, controller, couch, cushions, design, game, hands, items, logo, nunchuk, orange, pants, piece, shirt, sleeve, video","bed, book",0.9047619047619048,True,0.09523809523809523,0.5,0.16,,False,0.5
coco_341230,1827,coco,hospital,,,,male,strict_match,"orange, person, truck","Gender: male

The image shows a man arranging a large pile of oranges on a cart. The cart is covered with a striped cloth, and the oranges are spread out on top of it. The man is wearing a beige and brown shirt and light-colored checkered pants. In the background, there are various market stalls and buildings, with some posters visible on a wall. There is also a black vehicle, possibly a tuk-tuk, parked nearby. The scene appears to be in an outdoor market setting.","orange, person, truck","beige, buildings, cart, cloth, market, oranges, pants, person, pile, posters, shirt, stalls, top, tuk-tuk, vehicle, wall",person,"beige, buildings, cart, cloth, market, oranges, pants, pile, posters, shirt, stalls, top, tuk-tuk, vehicle, wall","orange, truck",0.9375,True,0.0625,0.3333333333333333,0.1052631578947368,,False,0.6666666666666666
coco_16875,3012,coco,hospital,,,,male,strict_match,"bed, cat, clock, person","Gender: male

The image shows a man lying in bed, covered with a beige blanket that has a pattern of dark squares. He is wearing glasses and appears to be surprised or scared, with his mouth open and eyes wide. Next to him on the bed is a Siamese cat with a dark face, ears, and paws, and a lighter body. The room has wooden walls, giving it a cozy, cabin-like feel. In the background, there is a light source, possibly a lamp or a window, emitting a bright light. The overall lighting in the room is warm, creating a contrast with the bright light in the background.","bed, cat, clock, person","bed, beige, blanket, body, cat, contrast, cozy, ears, eyes, face, feel, glasses, lamp, light, lighting, mouth, pattern, paws, person, room, source, squares, walls, window","bed, cat, person","beige, blanket, body, contrast, cozy, ears, eyes, face, feel, glasses, lamp, light, lighting, mouth, pattern, paws, room, source, squares, walls, window",clock,0.875,True,0.125,0.75,0.2142857142857143,,False,0.25
coco_295630,3911,coco,hospital,,,,male,strict_match,"bed, chair, couch, dining table, person, tv","Gender: male

The image shows a dimly lit hotel room with a person sitting on the edge of a bed. The person appears to be male and is silhouetted against the light coming from a large window with sheer curtains. The room contains a television on a stand, a desk with a chair, and a small round table with another chair. There is a piece of abstract art hanging on the wall above the television. The floor is carpeted, and there are some items, possibly bags or clothing, placed on the desk and the bed. The overall atmosphere of the room is somewhat dark due to the backlighting from the window.","bed, chair, couch, dining table, person, tv","art, backlighting, bags, bed, chair, clothing, curtains, desk, edge, floor, hotel, items, person, piece, room, round, sheer, stand, table, television, wall, window","bed, chair, person","art, backlighting, bags, clothing, curtains, desk, edge, floor, hotel, items, piece, room, round, sheer, stand, table, television, wall, window","couch, dining table, tv",0.8636363636363636,True,0.1363636363636364,0.5,0.2142857142857143,,False,0.5
coco_508944,4467,coco,hospital,,,,male,strict_match,"bowl, couch, cup, person, tie","Gender: male

The image shows a young male sitting in a dimly lit room. He is wearing a striped shirt and jeans. He appears to be adjusting or tying a pink necktie. The background includes a wooden structure, possibly a bunk bed, and some indistinct objects such as a bowl and some electronic equipment. The lighting is low, creating a moody atmosphere with shadows. The focus is primarily on the individual and his actions with the tie.","bowl, couch, cup, person, tie","actions, bed, bowl, bunk, equipment, focus, individual, jeans, lighting, lit, moody, necktie, objects, pink, room, shadows, shirt, tie","bowl, tie","actions, bed, bunk, equipment, focus, individual, jeans, lighting, lit, moody, necktie, objects, pink, room, shadows, shirt","couch, cup, person",0.8888888888888888,True,0.1111111111111111,0.4,0.1739130434782609,,False,0.6
coco_373266,1482,coco,hospital,,,,male,strict_match,"keyboard, laptop, mouse, person, tv","Gender: male

The image shows a man wearing surgical scrubs, a surgical cap, and headphones, seated in front of a large rack of electronic equipment. He appears to be operating or monitoring the equipment, which includes various screens, dials, and buttons. The equipment rack is filled with devices such as video monitors, recording equipment, and other electronic gear. There are several cables and wires connected to the equipment, some of which are running along the floor.

In the background, there are other individuals also dressed in surgical scrubs and caps, some wearing masks. They appear to be in a hospital or medical facility, possibly in a control room or a monitoring area adjacent to an operating room. The room has white walls, fluorescent lighting, and a window with blinds partially open. There are also some additional pieces of equipment and monitors visible in the background.","keyboard, laptop, mouse, person, tv","adjacent, blinds, buttons, cables, cap, caps, control, devices, dials, equipment, facility, floor, fluorescent, front, gear, headphones, hospital, individuals, lighting, masks, monitor, operating, person, pieces, rack, room, screens, scrubs, video, walls, wearing, window, wires",person,"adjacent, blinds, buttons, cables, cap, caps, control, devices, dials, equipment, facility, floor, fluorescent, front, gear, headphones, hospital, individuals, lighting, masks, monitor, operating, pieces, rack, room, screens, scrubs, video, walls, wearing, window, wires","keyboard, laptop, mouse, tv",0.9696969696969697,True,0.0303030303030303,0.2,0.05263157894736843,,False,0.8
coco_367429,1429,coco,hospital,,,,male,strict_match,"car, handbag, person, suitcase","Gender: male

The image shows a group of people walking across a parking lot. The most visually salient person is a male wearing a dark blue t-shirt and jeans. He is carrying a large blue duffel bag in his left hand and a clear plastic container filled with items in his right hand. He also has a backpack slung over his shoulder. 

Next to him, there is another person, also male, wearing a similar dark blue t-shirt and jeans, carrying a rolled-up sleeping bag and a pillow. 

Behind them, there are three females. One is wearing a light pink t-shirt and jeans, carrying a pillow and a small bag. Another is wearing a light blue t-shirt and jeans, holding a book and a small bag. The third female is wearing a dark pink t-shirt and jeans, carrying a handbag.

In the background, there are several parked cars and trees, and the sky appears to be overcast. The group seems to be walking towards a destination, possibly for an outdoor activity or trip.","car, handbag, person, suitcase","activity, backpack, bag, book, car, container, dark, destination, duffel, females, group, hand, handbag, items, jeans, lot, parking, person, pillow, plastic, shoulder, sky, sleeping, slung, t-shirt, trees, trip","car, handbag, person","activity, backpack, bag, book, container, dark, destination, duffel, females, group, hand, items, jeans, lot, parking, pillow, plastic, shoulder, sky, sleeping, slung, t-shirt, trees, trip",suitcase,0.8888888888888888,True,0.1111111111111111,0.75,0.1935483870967742,,False,0.25
coco_383438,3778,coco,hospital,,,,male,strict_match,"bed, person, tie","Gender: male

The image shows a young man standing in front of a bunk bed. He is wearing a white shirt and dark pants. He is holding a belt above his head with one hand and appears to be playfully pretending to hang himself with it. The bunk bed has a colorful design with stripes and the words ""ZONE 4"" and ""SPECIAL"" written on it. The top bunk has a blanket and some clothes or other items on it. The wall behind the bed has a patterned wallpaper. There are also some clothes or items piled on top of the bunk bed's headboard.","bed, person, tie","bed, belt, blanket, bunk, clothes, design, front, hand, head, headboard, items, pants, person, shirt, stripes, top, wall, wallpaper, words","bed, person","belt, blanket, bunk, clothes, design, front, hand, head, headboard, items, pants, shirt, stripes, top, wall, wallpaper, words",tie,0.8947368421052632,True,0.1052631578947368,0.6666666666666666,0.1818181818181818,,False,0.3333333333333333
coco_320670,1479,coco,hospital,,,,male,strict_match,"bed, bottle, cup, person","Gender: male

The image shows a man in a hotel room, appearing to be levitating horizontally above a bed. He is wearing a dark jacket, blue jeans, and has his arms crossed over his chest. The bed has white sheets and pillows, with a green cylindrical object on it. The room has beige walls, a white ceiling, and a door that is partially open. There is a mirror on the left wall, a lamp on a bedside table, and an air conditioning unit mounted on the wall above the bed. There are also framed pictures on the walls.","bed, bottle, cup, person","air, arms, bed, bedside, ceiling, chest, dark, door, hotel, jacket, jeans, lamp, left, mirror, object, person, pictures, pillows, room, sheets, table, unit, wall, walls","bed, person","air, arms, bedside, ceiling, chest, dark, door, hotel, jacket, jeans, lamp, left, mirror, object, pictures, pillows, room, sheets, table, unit, wall, walls","bottle, cup",0.9166666666666666,True,0.08333333333333333,0.5,0.1428571428571428,,False,0.5
coco_6580,1140,coco,hospital,,,,male,strict_match,"bed, cell phone, person, stop sign","Gender: male

The image depicts a street performance or public event with a crowd gathered around. The most visually salient person, a male, is dressed in a colorful, patterned outfit with a flower pinned to his jacket. He is interacting with an old-fashioned gramophone placed on a small table. Next to him, there is a bed with a yellow blanket and pillows, suggesting a theatrical or comedic setup. The crowd consists of adults and children, all watching the performance intently. The background shows a large building with multiple windows and a ""no entry"" traffic sign. There are also some streetlights and a few trees visible. The overall atmosphere appears lively and engaging.","bed, cell phone, person, stop sign","adults, bed, blanket, building, children, colorful, crowd, entry, event, flower, gramophone, jacket, outfit, performance, person, pillows, setup, sign, street, streetlights, table, traffic, trees, windows","bed, person","adults, blanket, building, children, colorful, crowd, entry, event, flower, gramophone, jacket, outfit, performance, pillows, setup, sign, street, streetlights, table, traffic, trees, windows","cell phone, stop sign",0.9166666666666666,True,0.08333333333333333,0.5,0.1428571428571428,,False,0.5
